Antiviral,Monocitos susceptiveis/uL
0.018014772113132772,114.77009938369012
1.7872769044906927,116.37078668133229
3.495010778998705,117.9221706905854
5.144371121707975,119.42597923490578
6.738300613880432,120.88390031171662
8.279547413276662,122.29757833977541
9.770680966360883,123.6686114075959
11.214106302790611,124.99854935865534
12.612076979470292,126.2888925727137
13.966706820703982,127.54109132307752
15.279980583087442,128.75654560741592
16.55376365830706,129.9366053650821
17.78981091360257,131.08257100712754
18.989774758002017,132.19569419656847
20.155212512296814,133.27717882623054
21.287593151878774,134.3281821498487
22.38830348382824,135.3498160292629
23.45865381286923,136.3431482666333
24.499883144864178,137.30920399581663
25.513163971294517,138.24896711145684
26.499606673570845,139.16338171810773
27.46026358195467,140.0533535848921
28.396132720283813,140.91975159389818
29.308161264515224,141.7634091727936
30.197248740280436,142.5851257040635
31.064249982145014,143.38566790489193
31.90997787503677,144.16577117306542
32.735205896322775,144.92614089541158
33.54067047524528,145.667453716237
34.32707318484468,146.3903587640095
35.09508278008226,147.0954788351872
35.84533709460755,147.78341153462878
36.578444807477304,148.4547303724601
37.29498709011118,149.10998581762723
37.99551914285006,149.7497063086542
38.680571629654956,150.37439922235032
39.35065201873814,150.98455180138944
40.00624583624429,151.58063204182727
40.647817839490735,152.1630895417169
41.27581311572442,152.732356312064
41.89065811185473,153.2888475514127
42.492761600168436,153.8329623853799
43.08251558462256,154.3650845724755
43.66029615193732,154.88558317754544
44.22646427137252,155.39481321416193
44.78136654676098,155.89311625727575
45.32533592409146,156.38082102740842
45.85869235767641,156.8582439476462
46.38174343770506,157.3256896746524
46.894784981768645,157.78345160488075
47.39810159274758,158.23181235713744
47.891967185271476,158.67104423259454
48.37664548279835,159.10140965331277
48.85239048720816,159.52316158030135
49.31944692266768,159.9365439120841
49.77805065539644,160.34179186471792
50.22842909084647,160.7391323341521
50.67080154970122,161.128784241789
51.10537962399948,161.5109588640613
51.53236751459988,161.88586014680618
51.95196235111601,162.25368500517655
52.36435449537586,162.61462360980076
52.769727829386895,162.96885965985956
53.16826002872178,163.31657064372246
53.56012282217895,163.65792808775234
53.945482238515105,163.99309779385823
54.32449884099444,164.32224006634306
54.697327950450806,164.645509928572
55.06411985751358,164.96305732995623
55.425020024606994,165.27502734372342
55.780169278292526,165.58156035592273
56.12970399248941,165.88279224608885
56.47375626307355,166.17885455996776
56.81245407432476,166.46987467468938
57.14592145766256,166.75597595674603
57.47427864308469,167.03727791312656
57.79764220369611,167.31389633592872
58.116125193694046,167.5859434407646
58.42983728015189,167.85352799925022
58.73888486892459,168.11675546586272
59.04337122497956,168.3757280994279
59.34339658743855,168.63054507949195
59.63905827959994,168.88130261781646
59.93045081419519,169.12809406522433
60.21766599411823,169.37101001401268
60.50079300885387,169.6101383961371
60.77991852681741,169.8455645773627
61.055126783806756,170.07737144756757
61.32649966775631,170.30563950737366
61.594116799971985,170.53044695127178
61.85805561301664,170.75186974740242
62.11839142540575,170.96998171413904
62.37519751326494,171.18485459362125
62.62854517909242,171.39655812237245
62.87850381776195,171.60516009913124
63.12514097989455,171.81072645002376
63.368522432720845,172.01332129118813
63.608712218548625,172.2130069889696
63.84577271094558,172.40984421778836
64.07976466874003,172.60389201578246
64.31074728793831,172.79520783832328
64.53877825165186,172.98384760949367
64.76391377812236,173.16986577161893
64.98620866692907,173.35331533292978
65.20571634345808,173.53424791344136
65.42248890170922,173.71271378912158
65.6365771455128,173.88876193441922
65.84803062822455,174.06244006322487
66.0568976909639,174.23379466832694
66.26322549945775,174.4028710594267
66.46706007954859,174.5697133997706
66.66844635142304,174.73436474145876
66.86742816261442,174.89686705948367
67.06404831983028,175.05726128454828
67.25834861965328,175.2155873347171
67.45036987816175,175.37188414594473
67.64015195951416,175.52618970152778
67.82773380353922,175.67854106052272
68.01315345237204,175.8289743851739
68.19644807617449,175.9775249673849
68.37765399797617,176.1242272542783
68.55680671767111,176.26911487287458
68.73394093520332,176.41222065392623
68.90909057297296,176.55357665494014
69.08228879749377,176.6932141824207
69.25356804033046,176.83116381336004
69.42296001834401,176.96745541601084
69.59049575327164,177.1021181699617
69.75620559066621,177.23518058554635
69.9201192182201,177.36667052261282
70.08226568349623,177.49661520867102
70.24267341108877,177.62504125644833
70.40137021923465,177.75197468087336
70.55838333589644,177.87744091550542
70.713739414336,178.00146482843667
70.86746454819767,178.12407073768185
71.01958428611889,178.24528242607397
71.17012364588538,178.36512315569027
71.31910712814758,178.48361568181548
71.46655872971381,178.60078226646866
71.61250195643568,178.71664469150355
71.7569598356998,178.83122427130007
71.89995492854032,178.94454186506147
72.04150934138511,179.05661788872922
72.18164473744886,179.1674723265331
72.32038234778517,179.2771247421846
72.45774298200959,179.38559428973028
72.59374703870499,179.4928997240739
72.72841451552003,179.59905941118146
72.86176501897158,179.70409133797773
72.99381777396069,179.8080131219466
73.12459163301227,179.9108420204452
73.2541050852476,180.01259493973987
73.38237626509849,180.11328844377695
73.50942296077208,180.2129387626932
73.6352626224743,180.31156180107757
73.75991237039996,180.40917314599267
73.88338900249745,180.50578807476103
74.00570900201501,180.6014215625281
74.12688854483608,180.69608828960637
74.24694350661042,180.78980264860957
74.36588946968753,180.8825787513809
74.48374172985888,180.9744304357289
74.60051530291494,181.0653712719664
74.71622493102312,181.15541456927113
74.830885088932,181.24457338186397
74.9445099900076,181.33286051501614
75.05711359210686,181.42028853088803
75.16870960329352,181.50686975420808
75.27931148740107,181.59261627779352
75.3889324694479,181.67753996791944
75.4975855409089,181.7616524695423
75.60528346484796,181.84496521137854
75.71203878091589,181.92748941084895
75.81786381021756,182.0092360788865
75.9227706600523,182.09021602461567
76.02677122853164,182.17043985990728
76.1298772090777,182.2499180038102
76.23210009480607,182.32866068686727
76.33345118279654,182.40667795531516
76.43394157825503,182.48397967517442
76.53358219856995,182.5605755362313
76.63238377726611,182.63647505591794
76.73035686785909,182.71168758308823
76.82751184761304,182.7862223016973
76.92385892120495,182.8600882343873
77.0194081242976,182.93329424597786
77.11416932702421,183.00584904687003
77.20815223738741,183.07776119636145
77.30136640457448,183.14903910587873
77.39382122219185,183.21969104212593
77.48552593142075,183.28972513015643
77.57648962409631,183.35914935636453
77.66672124571247,183.427971571405
77.75622959835445,183.49619949303778
77.84502334356121,183.56384070890383
77.93311100511936,183.6309026792293
