Antiviral,Monocitos infectados/uL
0.018014772113132772,18.453637624906936
1.7872769044906927,18.374216052660163
3.495010778998705,18.29730144565945
5.144371121707975,18.22278920768072
6.738300613880432,18.150579354746927
8.279547413276662,18.080576405955785
9.770680966360883,18.012689251020202
11.214106302790611,17.946831001783632
12.612076979470292,17.882918833362165
13.966706820703982,17.82087381929345
15.279980583087442,17.760620764064953
16.55376365830706,17.70208803559698
17.78981091360257,17.645207399626674
18.989774758002017,17.589913857439235
20.155212512296814,17.536145488002653
21.287593151878774,17.48384329525032
22.38830348382824,17.432951061016883
23.45865381286923,17.38341520394033
24.499883144864178,17.33518464449888
25.513163971294517,17.288210676237107
26.499606673570845,17.24244684314892
27.46026358195467,17.197848823121177
28.396132720283813,17.154374317291897
29.308161264515224,17.111982945143943
30.197248740280436,17.070636145129605
31.064249982145014,17.030297080605912
31.90997787503677,16.990930550851022
32.735205896322775,16.95250290692798
33.54067047524528,16.914981972160888
34.32707318484468,16.8783369669916
35.09508278008226,16.842538437989024
35.84533709460755,16.807558190790317
36.578444807477304,16.773369226759655
37.29498709011118,16.73994568315887
37.99551914285006,16.707262776633605
38.680571629654956,16.675296749826092
39.35065201873814,16.644024820936796
40.00624583624429,16.613425136064222
40.647817839490735,16.583476724162416
41.27581311572442,16.554159454464195
41.89065811185473,16.52545399622582
42.492761600168436,16.497341780658328
43.08251558462256,16.469804964916868
43.66029615193732,16.44282639802853
44.22646427137252,16.41638958864477
44.78136654676098,16.390478674512647
45.32533592409146,16.365078393563955
45.85869235767641,16.340174056529015
46.38174343770506,16.315751520985927
46.894784981768645,16.291797166763104
47.39810159274758,16.268297872616362
47.891967185271476,16.24524099410803
48.37664548279835,16.222614342618844
48.85239048720816,16.200406165428326
49.31944692266768,16.17860512680301
49.77805065539644,16.157200290035668
50.22842909084647,16.13618110038177
50.67080154970122,16.115537368843558
51.10537962399948,16.095259256753916
51.53236751459988,16.075337261116182
51.95196235111601,16.055762200658062
52.36435449537586,16.036525202560554
52.769727829386895,16.01761768982502
53.16826002872178,15.999031369243953
53.56012282217895,15.980758219942597
53.945482238515105,15.962790482461251
54.32449884099444,15.945120648348805
54.697327950450806,15.927741450241168
55.06411985751358,15.910645852398172
