Antiviral,Linfocitos T/uL
0.018014772113132772,4864.973857603089
1.7872769044906927,4828.013747970996
3.495010778998705,4792.411691705354
5.144371121707975,4758.1044005937065
6.738300613880432,4725.0317154603
8.279547413276662,4693.136490099982
9.770680966360883,4662.364469515024
11.214106302790611,4632.664165077621
12.612076979470292,4603.986728689601
13.966706820703982,4576.285827558151
15.279980583087442,4549.517520835489
16.55376365830706,4523.640139068098
17.78981091360257,4498.6141671554215
18.989774758002017,4474.402131319581
20.155212512296814,4450.968490428013
21.287593151878774,4428.279531883336
22.38830348382824,4406.303272193893
23.45865381286923,4385.009362258498
24.499883144864178,4364.368997337517
25.513163971294517,4344.354831634534
26.499606673570845,4324.940897377497
27.46026358195467,4306.102528261675
28.396132720283813,4287.8162870982005
29.308161264515224,4270.059897499492
30.197248740280436,4252.812179424969
31.064249982145014,4236.052988406804
31.90997787503677,4219.763158274537
32.735205896322775,4203.924447198797
33.54067047524528,4188.51948687778
34.32707318484468,4173.531734694672
35.09508278008226,4158.945428679694
35.84533709460755,4144.74554511691
36.578444807477304,4130.917758642352
37.29498709011118,4117.448404687292
37.99551914285006,4104.324444127343
38.680571629654956,4091.5334300052723
39.35065201873814,4079.0634762024797
40.00624583624429,4066.9032279408
40.647817839490735,4055.0418340031515
41.27581311572442,4043.4689205678724
41.89065811185473,4032.1745665578633
42.492761600168436,4021.1492804114555
43.08251558462256,4010.3839781877696
43.66029615193732,3999.869962924404
44.22646427137252,3989.5989051706915
44.78136654676098,3979.562824624245
45.32533592409146,3969.754072803315
45.85869235767641,3960.165316691514
46.38174343770506,3950.789523295656
46.894784981768645,3941.619945061108
47.39810159274758,3932.6501060926225
47.891967185271476,3923.87378913197
48.37664548279835,3915.285023246727
48.85239048720816,3906.8780721875214
49.31944692266768,3898.6474233737736
49.77805065539644,3890.587777470525
50.22842909084647,3882.6940385212183
50.67080154970122,3874.9613046036416
51.10537962399948,3867.384858978383
51.53236751459988,3859.960161700785
51.95196235111601,3852.6828416696203
52.36435449537586,3845.548689087049
52.769727829386895,3838.5536483062424
53.16826002872178,3831.69381104437
53.56012282217895,3824.9654099401696
53.945482238515105,3818.3648124365122
54.32449884099444,3811.888514969649
54.697327950450806,3805.5331374478515
55.06411985751358,3799.2954180034367
55.425020024606994,3793.1722080027653
55.780169278292526,3787.1604673002716
56.12970399248941,3781.257259722817
56.47375626307355,3775.459748771984
56.81245407432476,3769.7651935324766
57.14592145766256,3764.1709447753587
57.47427864308469,3758.674441245842
57.79764220369611,3753.273206125657
58.116125193694046,3747.96484366077
58.42983728015189,3742.747035945781
58.73888486892459,3737.617539856677
59.04337122497956,3732.574184124289
59.34339658743855,3727.6148665411392
59.63905827959994,3722.7375512947474
59.93045081419519,3717.940266421
60.21766599411823,3713.2211013713736
60.50079300885387,3708.5782046883387
60.77991852681741,3704.009781783389
61.055126783806756,3699.51409281265
61.32649966775631,3695.0894506451336
61.594116799971985,3690.7342189191345
61.85805561301664,3686.446810182317
62.11839142540575,3682.225684111499
62.37519751326494,3678.0693458082037
62.62854517909242,3673.9763441663454
62.87850381776195,3669.9452703084958
63.12514097989455,3665.9747560875935
63.368522432720845,3662.0634726508342
63.608712218548625,3658.2101290629084
63.84577271094558,3654.413470985751
64.07976466874003,3650.6722794121324
64.31074728793831,3646.985369450691
64.53877825165186,3643.351589159879
64.76391377812236,3639.769818428717
64.98620866692907,3636.238967902123
65.20571634345808,3632.7579779488206
65.42248890170922,3629.325817669904
65.6365771455128,3625.9414839462574
65.84803062822455,3622.6040005230043
66.0568976909639,3619.3124171294626
66.26322549945775,3616.0658086329295
66.46706007954859,3612.863274224868
66.66844635142304,3609.7039366380786
66.86742816261442,3606.586941393446
67.06404831983028,3603.511456075087
67.25834861965328,3600.476669632559
67.45036987816175,3597.481791709085
67.64015195951416,3594.5260519945787
67.82773380353922,3591.60869960253
68.01315345237204,3588.7290024696417
68.19644807617449,3585.8862467773383
68.37765399797617,3583.0797363942133
68.55680671767111,3580.3087923385337
68.73394093520332,3577.572752259972
68.90909057297296,3574.8709699398423
69.08228879749377,3572.202814808973
