Antiviral,Linfocitos T/uL
0.018014772113132772,4865.202256750364
1.7872769044906927,4850.677017807795
3.495010778998705,4836.72869659124
5.144371121707975,4823.324141112196
6.738300613880432,4810.432651781259
8.279547413276662,4798.025762366273
9.770680966360883,4786.077043625511
11.214106302790611,4774.561926972739
12.612076979470292,4763.4575458705285
13.966706820703982,4752.742592940212
15.279980583087442,4742.397191029078
16.55376365830706,4732.402776693021
17.78981091360257,4722.741994741539
18.989774758002017,4713.398602655209
20.155212512296814,4704.357383827833
21.287593151878774,4695.604068708875
22.38830348382824,4687.125263029318
23.45865381286923,4678.908382388062
24.499883144864178,4670.941592558008
25.513163971294517,4663.2137549429735
26.499606673570845,4655.714376679416
27.46026358195467,4648.433564932565
28.396132720283813,4641.361984985288
29.308161264515224,4634.490821760691
30.197248740280436,4627.811744457709
31.064249982145014,4621.316874012288
31.90997787503677,4614.998753126391
32.735205896322775,4608.850318633353
33.54067047524528,4602.864875991594
34.32707318484468,4597.036075719238
35.09508278008226,4591.3578916008055
35.84533709460755,4585.824600513517
36.578444807477304,4580.430763735511
37.29498709011118,4575.1712096114115
37.99551914285006,4570.041017462224
38.680571629654956,4565.035502637475
39.35065201873814,4560.150202616527
40.00624583624429,4555.38086407474
40.647817839490735,4550.723430837658
41.27581311572442,4546.174032653372
41.89065811185473,4541.728974719235
42.492761600168436,4537.384727904831
43.08251558462256,4533.137919618086
43.66029615193732,4528.985325265911
44.22646427137252,4524.923860265034
44.78136654676098,4520.95057256215
45.32533592409146,4517.062635626349
45.85869235767641,4513.257341879247
46.38174343770506,4509.532096531696
46.894784981768645,4505.884411797959
47.39810159274758,4502.31190146084
47.891967185271476,4498.812275763323
48.37664548279835,4495.38333660408
48.85239048720816,4492.022973016158
49.31944692266768,4488.729156909533
49.77805065539644,4485.499939059906
50.22842909084647,4482.333445327292
50.67080154970122,4479.2278730892795
51.10537962399948,4476.181487874909
51.53236751459988,4473.192620186175
51.95196235111601,4470.259662495152
52.36435449537586,4467.381066405506
52.769727829386895,4464.555339968067
53.16826002872178,4461.781045140821
53.56012282217895,4459.056795384332
53.945482238515105,4456.381253384374
54.32449884099444,4453.753128893848
54.697327950450806,4451.171176686964
55.06411985751358,4448.634194618816
55.425020024606994,4446.141021784195
55.780169278292526,4443.690536769655
56.12970399248941,4441.281655993585
56.47375626307355,4438.913332128923
56.81245407432476,4436.584552604008
57.14592145766256,4434.294338176905
57.47427864308469,4432.041741579241
57.79764220369611,4429.825846225412
58.116125193694046,4427.645764983789
58.42983728015189,4425.500639006218
58.73888486892459,4423.38963661283
59.04337122497956,4421.311952229042
59.34339658743855,4419.266805371935
59.63905827959994,4417.253439683423
59.93045081419519,4415.271122007594
