Antiviral,Monocitos infectados/uL
0.0,18.97522766661366
0.1,18.972025477214938
0.2,18.968787416591297
0.3,18.96551342227809
0.4,18.962203431912943
0.5,18.95885738323699
0.6,18.955475214095912
0.7000000000000001,18.952056862441157
0.8,18.94860226633066
0.9000000000000001,18.94511136393038
1.0,18.941584093515146
1.0999999999999999,18.938020393469674
1.2,18.934420202290035
1.3,18.930783458584223
1.4000000000000001,18.92711010107384
1.5,18.923400068594667
1.6,18.919653300098265
1.7000000000000002,18.915869734652603
1.8000000000000003,18.91204931144363
1.9,18.90819196977606
2.0,18.90429764907469
2.1,18.90036628888539
2.1999999999999997,18.896397828876353
2.3,18.892392208839112
2.4,18.888349368689827
2.5,18.884269248470147
2.6,18.880151788348734
2.7,18.875996928622005
2.8000000000000003,18.87180460971561
2.9000000000000004,18.8675747721853
3.0,18.863307356718323
3.1,18.859002304134385
3.2,18.85465955538684
3.3000000000000003,18.850279051564055
3.4000000000000004,18.84586073389017
3.5000000000000004,18.841404543726643
3.6000000000000005,18.836910422573244
3.6999999999999997,18.83237831206913
3.8,18.82780815399425
3.9,18.823199890270285
4.0,18.81855346296196
4.1000000000000005,18.813868814278226
4.2,18.809145886573294
4.300000000000001,18.804384622348014
4.3999999999999995,18.79958496425091
4.5,18.7947468550794
4.6,18.789870237781066
4.7,18.78495505545472
4.8,18.780001251351727
4.9,18.77500876887701
5.0,18.769977551590497
5.1000000000000005,18.764907543208103
5.2,18.759798687603052
5.3,18.754650928807134
5.4,18.74946421101169
5.5,18.744238478569017
5.6000000000000005,18.738973675993545
5.7,18.733669747963017
5.800000000000001,18.728326639319736
5.9,18.72294429507166
6.0,18.71752266039387
6.1,18.712061680629603
6.2,18.70656130129145
6.3,18.701021468062738
6.4,18.69544212679863
6.5,18.689823223527405
6.6000000000000005,18.6841647044517
6.7,18.678466515949737
6.800000000000001,18.672728604576513
6.9,18.66695091706514
7.000000000000001,18.661133400328
7.1000000000000005,18.655276001458013
7.200000000000001,18.64937866772984
7.3,18.6434413466012
7.3999999999999995,18.63746398571417
7.5,18.63144653289624
7.6,18.625388936161777
7.7,18.6192911437131
7.8,18.61315310394187
7.9,18.60697476543027
8.0,18.600756076952386
8.1,18.594496987475242
8.200000000000001,18.588197446160304
8.3,18.58185740236455
8.4,18.575476805641905
8.5,18.569055605744413
8.600000000000001,18.562593752623503
8.700000000000001,18.556091196431307
8.799999999999999,18.54954788752191
8.9,18.542963776452588
9.0,18.53633881398512
9.1,18.529672951087182
9.2,18.522966138933402
9.3,18.516218328906753
9.4,18.509429472599887
9.5,18.502599521816393
9.6,18.495728428571976
9.700000000000001,18.488816145095925
9.8,18.48186262383218
9.9,18.474867817440906
10.0,18.46783167879952
10.100000000000001,18.460754161004115
10.200000000000001,18.453635217370753
10.3,18.4464748014367
10.4,18.439272866961797
10.5,18.43202936792976
10.6,18.42474425854933
10.7,18.417417493255844
10.8,18.410049026712258
10.9,18.402638813810597
11.0,18.395186809673284
11.1,18.38769296965441
11.200000000000001,18.38015724934096
11.3,18.37257960455419
11.4,18.364959991351064
11.5,18.357298366025272
11.600000000000001,18.34959468510886
11.700000000000001,18.34184890537326
11.8,18.334060983830813
11.9,18.326230877735966
12.0,18.318358544586687
12.1,18.310443942125595
12.2,18.302487028341552
12.3,18.2944877614707
12.4,18.286446099998024
12.5,18.27836200265842
12.6,18.27023542843829
12.7,18.262066336576634
12.8,18.25385468656649
12.9,18.245600438156245
13.0,18.237303551350912
13.100000000000001,18.22896398641353
13.200000000000001,18.220581703866355
13.3,18.21215666449237
13.4,18.20368882933642
13.5,18.195178159706742
13.600000000000001,18.186624617176076
13.700000000000001,18.17802816358314
13.8,18.16938876103388
13.900000000000002,18.160706371902915
14.000000000000002,18.151980958834688
14.100000000000001,18.143212484744936
14.200000000000001,18.134400912821953
14.3,18.12554620652795
14.400000000000002,18.116648329600338
14.499999999999998,18.107707246053167
14.6,18.098722920178297
14.7,18.089695316546823
14.799999999999999,18.08062440001048
14.899999999999999,18.071510135702766
15.0,18.06235248904051
15.1,18.05315142572498
15.2,18.0439069117434
15.299999999999999,18.03461891337016
15.4,18.02528739716818
15.5,18.01591232999038
15.6,18.006493678980657
15.7,17.9970314115756
15.8,17.987525495505608
15.9,17.977975898796313
16.0,17.968382589769806
16.1,17.958745537046056
16.2,17.94906470954423
16.3,17.939340076484008
16.400000000000002,17.9295716073869
16.5,17.919759272077574
16.6,17.909903040685172
16.7,17.900002883644795
16.8,17.8900587716985
16.900000000000002,17.880070675896977
17.0,17.870038567600684
17.1,17.859962418481185
17.200000000000003,17.849842200522495
17.3,17.839677886022457
17.400000000000002,17.82946944759402
17.5,17.819216858166513
17.599999999999998,17.808920090987144
17.7,17.798579119622012
17.8,17.78819391795776
17.9,17.777764460202718
18.0,17.767290720888212
18.099999999999998,17.75677267486997
18.2,17.746210297329405
18.3,17.735603563774895
18.4,17.724952450043133
18.5,17.71425693230048
18.6,17.70351698704412
18.7,17.69273259110365
18.8,17.681903721642133
18.9,17.671030356157537
19.0,17.66011247248399
19.1,17.64915004879315
19.2,17.638143063595425
19.3,17.62709149574145
19.400000000000002,17.6159953244231
19.5,17.604854529175118
19.6,17.593669089876162
19.7,17.582438986750304
19.8,17.571164200368145
19.900000000000002,17.55984471164825
20.0,17.548480501858393
20.1,17.53707155261687
20.200000000000003,17.525617845893752
20.3,17.514119364012174
20.400000000000002,17.50257608964972
20.5,17.490988005839636
20.6,17.479355095972053
20.700000000000003,17.46767734379542
20.8,17.455954733417716
20.9,17.444187249307628
21.0,17.43237487629601
21.099999999999998,17.420517599577142
21.2,17.408615404709767
21.3,17.39666827761868
21.4,17.384676204595763
21.5,17.37263917230147
21.6,17.36055716776583
21.7,17.348430178389982
21.8,17.336258191947227
21.9,17.32404119658442
22.0,17.31177918082316
22.1,17.299472133561096
22.2,17.28712004407311
22.3,17.274722902012595
22.400000000000002,17.262280697412805
22.5,17.249793420687993
22.6,17.237261062634595
22.7,17.22468361443266
22.8,17.212061067646907
22.900000000000002,17.199393414228123
23.0,17.186680646514233
23.1,17.17392275723166
23.200000000000003,17.161119739496467
23.3,17.148271586815692
23.400000000000002,17.135378293088397
23.5,17.12243985260708
23.6,17.109456260058792
23.700000000000003,17.09642751052633
23.8,17.083353599489474
23.900000000000002,17.070234522826254
24.0,17.057070276814066
24.099999999999998,17.04386085813095
24.2,17.030606263856704
24.3,17.017306491474162
24.4,17.003961538870364
24.5,16.990571404337732
24.6,16.977136086575214
24.7,16.963655584689597
24.8,16.950129898196543
24.9,16.93655902702185
25.0,16.92294297150257
25.1,16.909281732388283
25.2,16.895575310842165
25.3,16.881823708442113
25.4,16.868026927182072
25.5,16.854184969473057
25.6,16.840297838144245
25.7,16.826365536444335
25.8,16.812388068042523
25.900000000000002,16.79836543702971
26.0,16.78429764791959
26.1,16.770184705649847
26.200000000000003,16.756026615583206
26.3,16.74182338350868
26.400000000000002,16.727575015642547
26.5,16.713281518629582
26.6,16.698942899544104
26.700000000000003,16.684559165891073
26.8,16.670130325607314
26.900000000000002,16.65565638706246
27.0,16.641137359060103
27.1,16.626573250839026
27.200000000000003,16.61196407207403
27.3,16.597309832877215
27.400000000000002,16.582610543799042
27.500000000000004,16.5678662158293
27.6,16.553076860398267
27.700000000000003,16.538242489377765
27.800000000000004,16.523363115082258
27.900000000000002,16.508438750269757
28.000000000000004,16.493469408143024
28.1,16.478455102350622
28.200000000000003,16.463395846987858
28.300000000000004,16.448291656597906
28.400000000000002,16.43314254617273
28.500000000000004,16.417948531154256
28.6,16.40270962743532
28.700000000000003,16.387425851360735
28.800000000000004,16.372097219728182
28.9,16.356723749789335
28.999999999999996,16.341305459250883
29.099999999999998,16.325842366275406
29.2,16.310334489482482
29.299999999999997,16.294781847949668
29.4,16.279184461213333
29.5,16.263542349269912
29.599999999999998,16.247855532576605
29.7,16.232124032052486
29.799999999999997,16.216347869079485
29.9,16.200527065503216
30.0,16.1846616436341
30.099999999999998,16.168751626248177
30.2,16.152797036588094
30.3,16.136797898364023
30.4,16.120754235754646
30.5,16.104666073407994
30.599999999999998,16.088533436442464
30.7,16.072356350447592
30.8,16.05613484148511
30.9,16.039868936089793
31.0,16.023558661270247
31.1,16.007204044509987
31.2,15.990805113768179
31.3,15.974361897480533
31.4,15.957874424560249
31.5,15.941342724398886
31.6,15.92476682686703
31.7,15.908146762315365
31.8,15.891482561575465
31.900000000000002,15.874774255960565
32.0,15.858021877266438
32.1,15.841225457772284
32.2,15.824385030241377
32.300000000000004,15.807500627922131
32.4,15.790572284548636
32.5,15.773600034341682
32.6,15.75658391200947
32.7,15.739523952748353
32.800000000000004,15.722420192243664
32.9,15.705272666670538
33.0,15.688081412694544
33.1,15.670846467472678
33.2,15.653567868653887
33.300000000000004,15.636245654379874
33.4,15.61887986328595
33.5,15.601470534501653
33.6,15.584017707651492
33.7,15.566521422855793
33.800000000000004,15.548981720731186
33.900000000000006,15.531398642391533
34.0,15.5137722294485
34.1,15.496102524012244
34.2,15.478389568692227
34.300000000000004,15.460633406597708
34.400000000000006,15.442834081338617
34.5,15.424991637026002
34.6,15.407106118272889
34.7,15.38917757019481
34.800000000000004,15.371206038410488
34.900000000000006,15.35319156904242
35.0,15.335134208717566
35.1,15.317034004568008
35.199999999999996,15.298891004231411
35.3,15.280705255851727
35.4,15.262476808079883
35.5,15.244205710074139
35.6,15.225892011500898
35.699999999999996,15.207535762535112
35.8,15.189137013860991
35.9,15.170695816672454
36.0,15.152212222673699
36.1,15.133686284079797
36.199999999999996,15.115118053617175
36.3,15.096507584524153
36.4,15.077854930551501
36.5,15.059160145962858
36.6,15.040423285535391
36.7,15.021644404560107
36.8,15.00282355884246
36.9,14.9839608047028
37.0,14.965056198976864
37.1,14.946109799016142
37.2,14.927121662688508
37.3,14.90809184837844
37.4,14.889020414987685
37.5,14.869907421935483
37.6,14.850752929159178
37.7,14.83155699711448
37.8,14.812319686775945
37.9,14.793041059637329
38.0,14.773721177711984
38.1,14.754360103533298
38.2,14.734957900154948
38.3,14.715514631151404
38.4,14.696030360618114
38.5,14.676505153171986
38.6,14.656939073951634
38.7,14.637332188617767
38.800000000000004,14.61768456335348
38.9,14.597996264864548
39.0,14.578267360379732
39.1,14.558497917651042
39.2,14.538688004954157
39.300000000000004,14.518837691088432
39.4,14.498947045377435
39.5,14.479016137669003
39.6,14.459045038335667
39.7,14.439033818274687
39.800000000000004,14.418982548908389
39.900000000000006,14.398891302184431
40.0,14.378760150575934
40.1,14.358589167081586
40.2,14.338378425226116
40.300000000000004,14.318127999060158
40.400000000000006,14.297837963160662
40.5,14.277508392630896
40.6,14.257139363100675
40.7,14.23673095072648
40.800000000000004,14.216283232191623
40.900000000000006,14.195796284706315
41.0,14.175270186007817
41.1,14.154705014360518
41.2,14.13410084855614
41.300000000000004,14.113457767913602
41.400000000000006,14.092775852279315
41.5,14.072055182027087
41.6,14.051295838058358
41.699999999999996,14.030497901802004
41.8,14.009661455214614
41.9,13.988786580780367
42.0,13.967873361511073
42.1,13.946921880946233
42.199999999999996,13.925932223153005
42.3,13.904904472726148
42.4,13.883838714788086
42.5,13.862735034988798
42.6,13.841593519505796
42.699999999999996,13.820414255044136
42.8,13.799197328836266
42.9,13.777942828641994
43.0,13.75665084274836
43.1,13.735321459969674
43.2,13.713954769647232
43.3,13.692550861649352
43.4,13.671109826371172
43.5,13.649631754734544
43.6,13.62811673818787
43.7,13.606564868705957
43.8,13.584976238789878
43.9,13.563350941466746
44.0,13.541689070289603
44.1,13.519990719337127
44.2,13.498255983213514
44.3,13.476484957048251
44.4,13.454677736495771
44.5,13.432834417735416
44.6,13.410955097471021
44.7,13.389039872930752
44.800000000000004,13.367088841866787
