Antiviral,Particulas virais/uL
0.0,332.1506867552459
0.1,331.98666546128464
0.2,331.8224110656371
0.3,331.65792344923597
0.4,331.4932024937127
0.5,331.3282480814015
0.6,331.16306009534173
0.7000000000000001,330.99763841928404
0.8,330.8319829376877
0.9000000000000001,330.6660935357282
1.0,330.49997009930047
1.0999999999999999,330.33361251501714
1.2,330.16702067021816
1.3,330.00019445296766
1.4000000000000001,329.8331337520634
1.5,329.6658384570331
1.6,329.49830845814336
1.7000000000000002,329.3305436463978
1.8000000000000003,329.16254391354533
1.9,328.9943091520787
2.0,328.8258392552401
2.1,328.65713411702245
2.1999999999999997,328.4881936321752
2.3,328.31901769620475
2.4,328.14960620537954
2.5,327.97995905673037
2.6,327.8100761480582
2.7,327.6399573779318
2.8000000000000003,327.46960264569594
2.9000000000000004,327.2990118514699
3.0,327.1281848961545
3.1,326.95712168143217
3.2,326.78582210977214
3.3000000000000003,326.6142860844337
3.4000000000000004,326.44251350946615
3.5000000000000004,326.2705042897173
3.6000000000000005,326.0982583308313
3.6999999999999997,325.9257755392544
3.8,325.75305582223905
3.9,325.58009908784453
4.0,325.40690524494175
4.1000000000000005,325.23347420321636
4.2,325.05980587317066
4.300000000000001,324.8859001661283
4.3999999999999995,324.7117569942371
4.5,324.5373762704705
4.6,324.3627579086337
4.7,324.1879018233643
4.8,324.01280793013706
4.9,323.837476145265
5.0,323.6619063859059
5.1000000000000005,323.48609857006204
5.2,323.31005261658555
5.3,323.13376844518154
5.4,322.95724597640907
5.5,322.78048513168693
5.6000000000000005,322.6034858332961
5.7,322.42624800438153
5.800000000000001,322.2487715689584
5.9,322.07105645191047
6.0,321.89310257899893
6.1,321.7149098768613
6.2,321.5364782730164
6.3,321.3578076958674
6.4,321.17889807470493
6.5,320.99974933971
6.6000000000000005,320.8203614219572
6.7,320.64073425341957
6.800000000000001,320.4608677669679
6.9,320.280761896379
7.000000000000001,320.10041657633445
7.1000000000000005,319.9198317424264
7.200000000000001,319.7390073311598
7.3,319.5579432799556
7.3999999999999995,319.37663952715513
7.5,319.19509601202134
7.6,319.0133126747439
7.7,318.83128945643983
7.8,318.6490262991608
7.9,318.46652314589187
8.0,318.28377994055836
8.1,318.10079662802633
8.200000000000001,317.91757315410774
8.3,317.7341094655626
8.4,317.55040551010165
8.5,317.36646123639207
8.600000000000001,317.1822765940575
8.700000000000001,316.9978515336833
8.799999999999999,316.8131860068196
8.9,316.62827996598315
9.0,316.44313336466206
9.1,316.25774615731933
9.2,316.072118299394
9.3,315.88624974730584
9.4,315.7001404584582
9.5,315.51379039124214
9.6,315.3271995050377
9.700000000000001,315.1403677602193
9.8,314.95329511815646
9.9,314.76598154122047
10.0,314.57842699278376
10.100000000000001,314.3906314372262
10.200000000000001,314.20259483993595
10.3,314.0143171673146
10.4,313.82579838677884
10.5,313.63703846676566
10.6,313.44803737673254
10.7,313.25879508716406
10.8,313.06931156957233
10.9,312.87958679650166
11.0,312.6896207415316
11.1,312.49941337928016
11.200000000000001,312.30896468540624
11.3,312.1182746366132
11.4,311.92734321065404
11.5,311.73617038633034
11.600000000000001,311.54475614350065
11.700000000000001,311.35310046307853
11.8,311.1612033270396
11.9,310.9690647184234
12.0,310.77668462133647
12.1,310.58406302095466
12.2,310.3911999035291
12.3,310.19809525638556
12.4,310.0047490679318
12.5,309.8111613276565
12.6,309.6173320261367
12.7,309.423261155037
12.8,309.22894870711576
12.9,309.03439467622616
13.0,308.83959905732183
13.100000000000001,308.6445618464571
13.200000000000001,308.449283040792
13.3,308.253762638596
13.4,308.05800063924863
13.5,307.8619970432456
13.600000000000001,307.6657518521997
13.700000000000001,307.469265068846
13.8,307.272536697042
13.900000000000002,307.07556674177505
14.000000000000002,306.87835520916127
14.100000000000001,306.6809021064514
14.200000000000001,306.4832074420331
14.3,306.28527122543386
14.400000000000002,306.08709346732417
14.499999999999998,305.88867417952207
14.6,305.69001337499355
14.7,305.49111106785824
14.799999999999999,305.2919672733917
14.899999999999999,305.0925820080277
15.0,304.89295528936225
15.1,304.69308713615726
15.2,304.492977568342
15.299999999999999,304.2926266070175
15.4,304.0920342744587
15.5,303.8912005941207
15.6,303.6901255906351
15.7,303.48880928982146
15.8,303.2872517186835
15.9,303.08545290541645
16.0,302.88341287940875
16.1,302.6811316712435
16.2,302.47860931270475
16.3,302.2758458367778
16.400000000000002,302.0728412776548
16.5,301.8695956707354
16.6,301.66610905263013
16.7,301.4623814611668
16.8,301.2584129353878
16.900000000000002,301.0542035155582
17.0,300.84975324316684
17.1,300.6450621609292
17.200000000000003,300.44013031278985
17.3,300.2349577439278
17.400000000000002,300.0295445007568
17.5,299.8238906309304
17.599999999999998,299.6179961833443
17.7,299.4118612081382
17.8,299.2054857567012
17.9,298.99886988167265
18.0,298.792013636946
18.099999999999998,298.5849170776726
18.2,298.37758026026313
18.3,298.1700032423913
18.4,297.9621860829975
18.5,297.7541288422905
18.6,297.54583158175075
18.7,297.33729436413535
18.8,297.128517253478
18.9,296.91950031509305
19.0,296.7102436155795
19.1,296.50074722282244
19.2,296.2910112059973
19.3,296.0810356355722
19.400000000000002,295.8708205833099
19.5,295.66036612227265
19.6,295.4496723268232
19.7,295.2387392726301
19.8,295.0275670366671
19.900000000000002,294.81615569721976
20.0,294.60450533388547
20.1,294.3926160275784
20.200000000000003,294.1804878605313
20.3,293.9681209162973
20.400000000000002,293.7555152797556
20.5,293.5426710371125
20.6,293.3295882759038
20.700000000000003,293.1162670849979
20.8,292.9027075546014
20.9,292.6889097762562
21.0,292.4748738428484
21.099999999999998,292.26059984860774
21.2,292.04608788911025
21.3,291.8313380612829
21.4,291.6163504634041
21.5,291.4011251951095
21.6,291.18566235739155
21.7,290.9699620526043
21.8,290.75402438446537
21.9,290.53784945805955
22.0,290.3214373798403
22.1,290.1047882576333
22.2,289.88790220063896
22.3,289.6707793194346
22.400000000000002,289.4534197259789
22.5,289.23582353361274
22.6,289.0179908570622
22.7,288.79992181244296
22.8,288.58161651726004
22.900000000000002,288.36307509041296
23.0,288.14429765219774
23.1,287.9252843243084
23.200000000000003,287.7060352298415
23.3,287.4865504932977
23.400000000000002,287.2668302405835
23.5,287.04687459901623
23.6,286.8266836973247
23.700000000000003,286.6062576656522
23.8,286.3855966355591
23.900000000000002,286.1647007400264
24.0,285.94357011345693
24.099999999999998,285.72220489167916
24.2,285.5006052119477
24.3,285.2787712129489
24.4,285.05670303480053
24.5,284.8344008190563
24.6,284.6118647087069
24.7,284.38909484818384
24.8,284.16609138336054
24.9,283.94285446155607
25.0,283.7193842315368
25.1,283.49568084351984
25.2,283.27174444917455
25.3,283.0475752016245
25.4,282.8231732554515
25.5,282.59853876669763
25.6,282.3736718928656
25.7,282.1485727929244
