Antiviral,Monocitos infectados/uL
0.0,18.97522766661366
0.1,18.96611133871956
0.2,18.956972661819318
0.3,18.94781164934937
0.4,18.938628314862214
0.5,18.929422672026494
0.6,18.920194734626765
0.7000000000000001,18.910944516563827
0.8,18.901672031854364
0.9000000000000001,18.892377294631334
1.0,18.88306031914365
1.0999999999999999,18.873721119756432
1.2,18.864359710950772
1.3,18.854976107323996
1.4000000000000001,18.84557032358942
1.5,18.836142374576546
1.6,18.826692275230947
1.7000000000000002,18.81722004061428
1.8000000000000003,18.807725685904334
1.9,18.79820922639494
2.0,18.788670677496082
2.1,18.779110054733767
2.1999999999999997,18.769527373750055
2.3,18.75992265030315
2.4,18.75029590026724
2.5,18.74064713963256
2.6,18.730976384505432
2.7,18.72128365110813
2.8000000000000003,18.71156895577889
2.9000000000000004,18.701832314972062
3.0,18.692073745257854
3.1,18.682293263322507
3.2,18.672490885968063
3.3000000000000003,18.662666630112646
3.4000000000000004,18.652820512790072
3.5000000000000004,18.642952551150195
3.6000000000000005,18.633062762458657
3.6999999999999997,18.623151164096836
3.8,18.613217773562017
3.9,18.603262608467176
4.0,18.593285686541048
4.1000000000000005,18.583287025628092
4.2,18.573266643688388
4.300000000000001,18.56322455879776
4.3999999999999995,18.55316078914748
4.5,18.54307535304455
4.6,18.5329682689115
4.7,18.52283955528622
4.8,18.51268923082228
4.9,18.502517314288458
5.0,18.492323824569123
5.1000000000000005,18.482108780663864
5.2,18.47187220168758
5.3,18.461614106870556
5.4,18.4513345155581
5.5,18.441033447210895
5.6000000000000005,18.4307109214046
5.7,18.42036695783004
5.800000000000001,18.41000157629299
5.9,18.399614796714314
6.0,18.389206639129686
6.1,18.378777123689762
6.2,18.368326270659942
6.3,18.35785410042044
6.4,18.34736063346612
6.5,18.336845890406604
6.6000000000000005,18.326309891966044
6.7,18.31575265898311
6.800000000000001,18.30517421241099
6.9,18.29457457331729
7.000000000000001,18.2839537628839
7.1000000000000005,18.273311802407086
7.200000000000001,18.26264871329725
7.3,18.251964517079102
7.3999999999999995,18.24125923539122
7.5,18.230532889986392
7.6,18.219785502731266
7.7,18.209017095606377
7.8,18.198227690706084
7.9,18.18741731023847
8.0,18.17658597652529
8.1,18.165733712001867
8.200000000000001,18.154860539217054
8.3,18.143966480833072
8.4,18.13305155962558
8.5,18.12211579848346
8.600000000000001,18.11115922040874
8.700000000000001,18.100181848516662
8.799999999999999,18.08918370603539
8.9,18.07816481630606
9.0,18.067125202782677
9.1,18.056064889032
9.2,18.04498389873343
9.3,18.033882255678982
9.4,18.0227599837732
9.5,18.011617107032937
9.6,18.00045364958747
9.700000000000001,17.98926963567817
9.8,17.978065089658667
9.9,17.966840035994483
10.0,17.955594499263157
10.100000000000001,17.94432850415398
10.200000000000001,17.933042075468077
10.3,17.921735238118085
10.4,17.910408017128226
10.5,17.899060437634116
10.6,17.887692524882763
10.7,17.87630430423221
10.8,17.86489580115181
10.9,17.853467041221748
11.0,17.842018050133195
11.1,17.83054885368804
11.200000000000001,17.8190594777989
11.3,17.807549948488887
11.4,17.796020291891494
11.5,17.7844705342507
11.600000000000001,17.772900701920488
11.700000000000001,17.761310821365104
11.8,17.749700919158702
11.9,17.73807102198522
12.0,17.726421156638388
12.1,17.71475135002154
12.2,17.703061629147502
12.3,17.691352021138417
12.4,17.679622553225688
12.5,17.667873252749846
12.6,17.656104147160377
12.7,17.644315264015606
12.8,17.632506630982565
12.9,17.620678275836962
13.0,17.608830226462832
13.100000000000001,17.59696251085265
13.200000000000001,17.58507515710701
13.3,17.573168193434604
13.4,17.561241648151956
13.5,17.549295549683507
13.600000000000001,17.537329926561195
13.700000000000001,17.525344807424524
13.8,17.513340221020375
13.900000000000002,17.50131619620281
14.000000000000002,17.48927276193295
14.100000000000001,17.47720994727886
14.200000000000001,17.465127781415404
14.3,17.453026293624024
14.400000000000002,17.44090551329272
14.499999999999998,17.42876546991573
14.6,17.416606193093585
14.7,17.40442771253277
14.799999999999999,17.392230058045673
14.899999999999999,17.380013259550413
15.0,17.367777347070678
15.1,17.355522350735548
15.2,17.343248300779376
15.299999999999999,17.330955227541654
15.4,17.318643161466753
15.5,17.306312133103845
15.6,17.293962173106724
15.7,17.281593312233603
15.8,17.269205581347038
15.9,17.25679901141368
16.0,17.24437363350415
16.1,17.231929478792846
16.2,17.219466578557768
16.3,17.206984964180442
16.400000000000002,17.194484667145606
16.5,17.181965719041134
16.6,17.169428151557817
16.7,17.15687199648923
16.8,17.144297285731593
16.900000000000002,17.13170405128341
17.0,17.119092325245507
17.1,17.106462139820753
17.200000000000003,17.09381352731388
17.3,17.081146520131345
17.400000000000002,17.068461150781072
17.5,17.055757451872353
17.599999999999998,17.043035456115632
17.7,17.0302951963223
17.8,17.017536705404503
17.9,17.00476001637507
18.0,16.991965162347096
18.099999999999998,16.979152176533944
18.2,16.966321092249064
18.3,16.953471942905676
18.4,16.94060476201664
18.5,16.927719583194282
18.6,16.914816440150126
18.7,16.901895366694806
18.8,16.88895639673779
18.9,16.87599956428724
19.0,16.86302490344974
19.1,16.85003244843011
19.2,16.83702223353133
19.3,16.823994293154094
19.400000000000002,16.810948661796893
19.5,16.797885374055586
19.6,16.784804464623285
19.7,16.771705968290146
19.8,16.758589919943194
19.900000000000002,16.745456354566034
20.0,16.732305307238722
20.1,16.719136813137435
20.200000000000003,16.705950907534437
20.3,16.692747625797715
20.400000000000002,16.679527003390888
20.5,16.666289075872815
20.6,16.65303387889762
20.700000000000003,16.639761448214248
20.8,16.626471819666346
20.9,16.613165029192153
21.0,16.59984111282403
21.099999999999998,16.586500106688497
21.2,16.57314204700583
21.3,16.55976697008985
21.4,16.54637491234791
21.5,16.532965910280364
21.6,16.519540000480575
21.7,16.506097219634587
21.8,16.492637604520816
21.9,16.479161192010096
22.0,16.465668019065156
22.1,16.452158122740478
22.2,16.43863154018216
22.3,16.42508830862765
22.400000000000002,16.411528465405354
22.5,16.39795204793464
22.6,16.384359093725404
22.7,16.370749640377973
22.8,16.357123725582756
22.900000000000002,16.34348138712014
23.0,16.329822662860117
23.1,16.31614759076207
23.200000000000003,16.30245620887462
23.3,16.288748555335317
23.400000000000002,16.275024668370346
23.5,16.261284586294366
23.6,16.247528347510247
23.700000000000003,16.23375599050883
23.8,16.219967553868614
23.900000000000002,16.206163076255624
24.0,16.192342596423007
24.099999999999998,16.17850615321095
24.2,16.164653785546307
24.3,16.15078553244241
24.4,16.13690143299877
24.5,16.123001526400845
24.6,16.109085851919858
24.7,16.095154448912385
24.8,16.08120735682021
24.9,16.06724461517008
25.0,16.053266263573363
25.1,16.03927234172585
25.2,16.025262889407504
25.3,16.01123794648212
25.4,15.99719755289722
25.5,15.983141748683545
25.6,15.969070573955035
25.7,15.954984068908452
25.8,15.940882273823084
25.900000000000002,15.92676522906057
26.0,15.912632975064541
26.1,15.898485552360423
26.200000000000003,15.88432300155514
26.3,15.870145363336801
26.400000000000002,15.855952678474512
26.5,15.841744987818052
26.6,15.827522332297614
26.700000000000003,15.813284752923533
26.8,15.799032290785956
26.900000000000002,15.784764987054706
27.0,15.770482882978854
27.1,15.756186019886554
27.200000000000003,15.741874439184647
27.3,15.727548182358529
27.400000000000002,15.713207290971722
27.500000000000004,15.698851806665783
27.6,15.68448177115977
27.700000000000003,15.67009722625019
27.800000000000004,15.65569821381058
27.900000000000002,15.641284775791277
28.000000000000004,15.626856954219148
28.1,15.612414791197258
28.200000000000003,15.597958328904644
28.300000000000004,15.583487609595908
28.400000000000002,15.569002675601102
28.500000000000004,15.554503569325295
28.6,15.539990333248374
28.700000000000003,15.525463009924685
28.800000000000004,15.51092164198282
28.9,15.496366272125233
28.999999999999996,15.481796943128046
29.099999999999998,15.467213697840663
29.2,15.452616579185545
29.299999999999997,15.438005630157907
29.4,15.423380893825346
29.5,15.408742413327696
29.599999999999998,15.394090231876527
29.7,15.379424392755105
29.799999999999997,15.364744939317768
29.9,15.350051914989995
30.0,15.335345363267738
30.099999999999998,15.320625327717476
30.2,15.305891851975604
30.3,15.291144979748351
30.4,15.27638475481137
30.5,15.261611221009408
30.599999999999998,15.246824422256138
30.7,15.232024402533705
30.8,15.217211205892491
30.9,15.202384876450836
31.0,15.187545458394634
31.1,15.172692995977137
